,"temperature_2m_(41.6351016, 15.908","relative_humidity_2m_(41.6351016, 15.908","precipitation_(41.6351016, 15.908","pressure_msl_(41.6351016, 15.908","surface_pressure_(41.6351016, 15.908","et0_fao_evapotranspiration_(41.6351016, 15.908","shortwave_radiation_(41.6351016, 15.908","direct_radiation_(41.6351016, 15.908","temperature_2m_(45.4821829, 9.2294","relative_humidity_2m_(45.4821829, 9.2294","precipitation_(45.4821829, 9.2294","pressure_msl_(45.4821829, 9.2294","surface_pressure_(45.4821829, 9.2294","et0_fao_evapotranspiration_(45.4821829, 9.2294","shortwave_radiation_(45.4821829, 9.2294","direct_radiation_(45.4821829, 9.2294","temperature_2m_(41.4418911, 15.5449","relative_humidity_2m_(41.4418911, 15.5449","precipitation_(41.4418911, 15.5449","pressure_msl_(41.4418911, 15.5449","surface_pressure_(41.4418911, 15.5449","et0_fao_evapotranspiration_(41.4418911, 15.5449","shortwave_radiation_(41.4418911, 15.5449","direct_radiation_(41.4418911, 15.5449","temperature_2m_(45.670795, 9.96259895222","relative_humidity_2m_(45.670795, 9.96259895222","precipitation_(45.670795, 9.96259895222","pressure_msl_(45.670795, 9.96259895222","surface_pressure_(45.670795, 9.96259895222","et0_fao_evapotranspiration_(45.670795, 9.96259895222","shortwave_radiation_(45.670795, 9.96259895222","direct_radiation_(45.670795, 9.96259895222","temperature_2m_(45.4284536, 10.1863","relative_humidity_2m_(45.4284536, 10.1863","precipitation_(45.4284536, 10.1863","pressure_msl_(45.4284536, 10.1863","surface_pressure_(45.4284536, 10.1863","et0_fao_evapotranspiration_(45.4284536, 10.1863","shortwave_radiation_(45.4284536, 10.1863","direct_radiation_(45.4284536, 10.1863","temperature_2m_(41.2663139, 15.8976","relative_humidity_2m_(41.2663139, 15.8976","precipitation_(41.2663139, 15.8976","pressure_msl_(41.2663139, 15.8976","surface_pressure_(41.2663139, 15.8976","et0_fao_evapotranspiration_(41.2663139, 15.8976","shortwave_radiation_(41.2663139, 15.8976","direct_radiation_(41.2663139, 15.8976"
259,28.597,85.37737,0.2,1010.2,1006.158,0.62808466,730.0,598.0,21.581,86.62088,0.8,1013.6,998.266,0.52421236,712.0,598.0,29.3565,75.85099,0.3,1011.7,1002.5587,0.6547409,703.0,562.0,17.656,92.70799,5.4,1013.1,989.0164,0.3666341,657.0,534.0,18.907,90.501114,7.4,1012.5,1001.91815,0.3502673,605.0,460.0,28.3315,85.88693,1.5,1011.4,997.09686,0.59018356,727.0,592.0
260,22.547,75.10368,0.0,1016.1,1012.0491,0.50590587,785.0,672.0,23.480999,58.03828,0.0,1015.9,1000.8236,0.5131541,710.0,604.0,24.2565,60.3644,0.0,1016.1,1006.94543,0.55413145,774.0,652.0,21.906,61.11094,0.0,1015.4,991.9362,0.4675956,715.0,608.0,23.107,81.226616,0.0,1015.3,1004.97235,0.4924709,712.0,603.0,23.3815,67.61021,0.0,1016.2,1001.8734,0.52090967,775.0,653.0
261,26.647001,73.70337,0.0,1015.7,1011.6304,0.553759,767.0,651.0,25.730999,82.33726,0.0,1015.8,1000.4142,0.53934443,711.0,606.0,28.7565,64.42102,0.0,1015.3,1006.0722,0.6077023,759.0,639.0,23.605999,69.308685,0.0,1015.8,991.9457,0.47847503,721.0,617.0,25.307001,78.31508,0.0,1015.9,1005.41547,0.489242,714.0,605.0,27.3815,79.72311,0.0,1015.5,1001.0498,0.584609,757.0,636.0
262,23.197,81.337296,0.0,1016.8,1012.7567,0.3899299,574.0,384.0,23.380999,66.7717,0.0,1018.4,1003.083,0.42105985,660.0,551.0,24.5065,84.85152,0.1,1016.7,1007.6163,0.45566908,650.0,494.0,21.756,71.4521,0.0,1018.7,994.75287,0.42524314,691.0,587.0,22.407,73.05052,0.0,1018.7,1008.1466,0.4140059,642.0,511.0,23.1315,82.07079,0.0,1016.9,1002.49445,0.45269483,676.0,529.0
263,21.897001,69.03309,0.0,1019.5,1015.3886,0.47410008,715.0,580.0,20.831,72.60295,0.1,1022.9,1007.2968,0.31567785,415.0,241.0,24.1565,67.77258,0.0,1019.8,1010.53766,0.513911,685.0,540.0,19.056,89.3498,0.0,1023.2,999.0644,0.31612316,474.0,287.0,20.507,75.62407,0.0,1023.1,1012.3923,0.42980006,687.0,559.0,20.7815,73.49902,0.0,1019.7,1005.1247,0.44573238,695.0,560.0
264,21.797,68.53695,0.0,1019.3,1015.2707,0.41171953,651.0,472.0,22.130999,64.013176,0.0,1022.8,1007.1443,0.416362,670.0,551.0,23.1565,65.80873,0.0,1019.7,1010.5163,0.4733669,678.0,527.0,20.006,73.831345,0.0,1023.1,998.89197,0.36304024,599.0,444.0,20.107,76.63403,0.0,1023.0,1012.28033,0.3578473,594.0,428.0,21.3815,69.22405,0.0,1019.5,1005.12286,0.45793143,715.0,560.0
265,21.047,69.46169,0.0,1020.1,1015.9799,0.35189652,555.0,355.0,21.480999,81.92895,0.0,1021.9,1006.26624,0.41806278,669.0,551.0,22.6565,58.03332,0.0,1020.3,1010.9801,0.45234936,575.0,447.0,21.006,81.639465,0.0,1022.2,997.9799,0.35644194,567.0,390.0,21.557001,87.402565,0.0,1022.2,1011.4999,0.4139389,669.0,560.0,21.481499,73.33906,0.0,1020.4,1005.74396,0.36680764,576.0,448.0
266,22.597,85.35701,0.0,1020.4,1016.3514,0.47490516,746.0,626.0,15.081,92.80472,2.3,1017.8,1002.3549,0.089281544,144.0,3.0,26.1565,67.06624,0.0,1020.0,1010.8093,0.5679666,738.0,616.0,15.256,96.17896,1.2,1018.1,994.064,0.10301743,157.0,2.0,17.607,87.8612,0.5,1018.0,1007.3938,0.17435302,246.0,24.0,25.231499,71.361626,0.0,1020.2,1005.9262,0.5173271,727.0,603.0
267,20.047,91.60284,8.8,1016.8,1012.72424,0.15776359,243.0,18.0,19.331,95.47157,0.1,1014.6,999.16364,0.31883132,525.0,331.0,21.2565,95.308464,8.6,1016.5,1007.2963,0.16753654,210.0,8.0,19.206,96.47084,0.2,1014.4,990.46387,0.33243474,550.0,350.0,20.257,95.845894,1.6,1014.1,1003.56366,0.37428498,615.0,469.0,23.231499,94.41582,3.6,1016.7,1002.2403,0.26878515,328.0,33.0
268,20.547,93.37022,2.7,1011.9,1007.8967,0.13893722,176.0,14.0,21.281,95.73166,0.5,1010.1,994.6814,0.39953405,644.0,533.0,20.5565,96.565025,3.7,1011.7,1002.5726,0.16890463,262.0,54.0,20.855999,96.41607,1.1,1009.7,985.67255,0.40191945,649.0,544.0,22.457,96.4078,1.3,1009.9,999.35065,0.39999226,647.0,538.0,19.981499,97.46789,10.9,1012.0,997.63666,0.101180896,150.0,8.0
269,24.297,90.3043,0.0,1005.3,1001.2921,0.4948183,714.0,594.0,22.531,97.732956,0.7,1001.9,986.6804,0.39567196,638.0,528.0,24.9065,88.77362,0.0,1005.1,996.03986,0.51744664,694.0,562.0,21.406,99.34441,0.5,1002.2,978.53546,0.3732166,599.0,471.0,22.657,93.98042,3.6,1002.0,991.6125,0.3883225,634.0,493.0,25.231499,91.76152,0.0,1005.3,991.09766,0.51412195,695.0,573.0
270,24.447,85.569954,0.0,1005.3,1001.353,0.4156088,574.0,433.0,20.431,91.821495,0.1,1001.3,985.9734,0.2884341,444.0,259.0,25.6065,84.74832,0.0,1004.8,995.946,0.48102808,602.0,386.0,18.506,91.50476,0.1,1002.0,978.20526,0.27581245,451.0,219.0,20.507,94.31929,8.0,1002.0,991.5132,0.32578996,520.0,350.0,24.9315,78.977905,0.0,1005.2,991.2936,0.43970612,540.0,404.0
271,25.547,82.37175,0.0,1007.6,1003.59924,0.47165996,666.0,536.0,18.480999,96.77532,4.1,1002.7,987.4236,0.26251358,448.0,246.0,26.8565,70.35149,0.0,1007.1,998.0929,0.5246168,665.0,526.0,18.156,97.41732,5.9,1003.1,979.3858,0.23692927,408.0,205.0,21.057001,97.40133,4.3,1002.8,992.36646,0.3396402,556.0,401.0,25.8315,74.08285,0.0,1007.3,993.1468,0.50063473,678.0,562.0
272,26.597,85.51324,0.3,1015.2,1011.1964,0.38913354,538.0,266.0,17.281,97.11812,6.4,1014.3,998.8255,0.14467286,245.0,49.0,28.1065,76.30557,0.2,1014.7,1005.62024,0.4462941,516.0,258.0,17.156,99.02224,2.4,1014.5,990.47076,0.13540651,153.0,15.0,16.757,98.04384,2.8,1014.4,1003.8204,0.1493341,258.0,38.0,27.7815,80.56978,0.2,1014.8,1000.5728,0.48082548,592.0,355.0
273,26.197,86.835464,0.1,1019.5,1015.42084,0.43289876,619.0,478.0,19.781,96.72637,0.3,1018.3,1002.7912,0.32415164,576.0,424.0,27.8065,85.946434,0.2,1019.8,1010.56805,0.53973746,652.0,516.0,18.906,95.163506,0.0,1017.9,993.7734,0.31771806,603.0,463.0,19.807001,96.119965,0.0,1017.8,1007.2307,0.3312044,590.0,420.0,27.6815,80.10755,0.4,1020.1,1005.6043,0.49021682,609.0,419.0
274,25.997002,80.33893,0.0,1022.3,1018.2802,0.49124184,690.0,579.0,23.031,90.202896,0.0,1020.6,1005.18665,0.37883446,609.0,506.0,27.8065,81.56862,0.0,1022.3,1013.2399,0.51975036,687.0,573.0,22.206,94.86425,0.0,1020.8,996.9952,0.37649494,616.0,515.0,22.657,90.15047,0.0,1021.0,1010.4592,0.3826105,612.0,507.0,27.2815,81.816055,0.0,1022.5,1008.1525,0.49563313,690.0,576.0
275,23.197,86.21959,0.3,1020.3,1016.2271,0.3817987,581.0,408.0,23.831,99.67282,0.0,1020.5,1005.19055,0.3667357,589.0,482.0,24.5565,97.161316,0.3,1020.2,1010.96606,0.406225,558.0,416.0,23.456,97.10867,0.0,1020.9,996.9802,0.3809426,611.0,503.0,23.757,96.79082,0.0,1020.7,1010.16595,0.38251153,610.0,502.0,24.3815,97.470764,0.4,1020.1,1005.6191,0.39153168,538.0,404.0
276,21.797,79.61247,0.0,1025.3,1021.1756,0.42940125,684.0,569.0,21.980999,96.1899,0.2,1025.7,1010.1375,0.3050601,489.0,264.0,24.2565,98.071625,0.0,1025.5,1016.17303,0.49347857,669.0,549.0,20.956,91.30065,0.7,1026.1,1002.1268,0.23552158,402.0,177.0,22.357,96.51777,0.1,1025.9,1015.29596,0.2629443,421.0,211.0,23.5815,97.1521,0.0,1025.5,1010.824,0.45792398,675.0,560.0
277,22.797,88.21608,0.0,1027.8,1023.66846,0.44185326,688.0,566.0,22.880999,97.4396,0.0,1027.3,1012.0287,0.30904695,492.0,345.0,25.2565,81.26938,0.0,1027.8,1018.39343,0.5087111,659.0,534.0,21.306,97.78679,0.1,1027.3,1003.5612,0.2515456,391.0,198.0,23.007,94.057175,0.0,1027.1,1016.65936,0.32643864,506.0,351.0,22.4315,84.19842,0.0,1027.9,1013.1489,0.43592235,686.0,569.0
278,23.547,84.5211,0.0,1027.8,1023.7544,0.4467397,671.0,531.0,22.531,94.88478,0.0,1028.6,1013.0524,0.3650783,584.0,480.0,26.0065,84.08689,0.0,1027.8,1018.6171,0.4707327,662.0,507.0,22.105999,97.06825,0.0,1028.9,1004.7422,0.37004623,595.0,496.0,22.907,91.88406,0.0,1028.6,1017.9367,0.36102974,585.0,482.0,24.231499,81.50321,0.0,1027.8,1013.461,0.4221061,664.0,512.0
279,25.047,87.19551,0.0,1025.7,1021.61426,0.3884517,570.0,368.0,24.031,94.583206,0.0,1028.5,1012.8763,0.3747161,584.0,484.0,24.956501,92.315094,0.0,1026.3,1017.0457,0.4174962,567.0,313.0,23.206,92.69698,0.0,1028.6,1004.40784,0.38668752,593.0,496.0,23.957,93.64865,0.0,1028.2,1017.49866,0.3778623,589.0,488.0,25.6315,93.470894,0.0,1026.1,1011.5616,0.4352008,650.0,514.0
280,23.447,91.27979,0.0,1021.0,1016.9365,0.38754287,583.0,357.0,22.831,95.80992,1.0,1021.0,1005.4233,0.3573165,566.0,466.0,26.9065,98.731926,0.0,1020.8,1011.58856,0.4165931,547.0,388.0,22.156,98.019295,2.9,1021.1,996.73785,0.36933926,582.0,481.0,23.207,94.35565,0.2,1020.7,1010.0987,0.37593865,578.0,472.0,25.0315,96.16068,0.0,1020.8,1006.42145,0.35987443,557.0,345.0
281,22.897001,93.03731,0.0,1020.9,1016.89526,0.41398972,652.0,543.0,21.181,95.92025,2.3,1021.6,1006.2427,0.23036356,359.0,165.0,25.5065,97.1924,0.1,1020.5,1011.37213,0.43842137,641.0,528.0,20.906,94.391594,1.4,1021.8,998.1125,0.29858693,442.0,251.0,22.057001,89.97922,3.8,1021.5,1011.06525,0.33230934,464.0,283.0,25.1815,99.36771,0.0,1020.6,1006.3279,0.4256274,646.0,533.0
282,22.397001,92.45248,1.2,1020.4,1016.3673,0.3671476,591.0,383.0,19.431,95.83872,0.8,1021.8,1006.4452,0.3229526,552.0,386.0,23.7565,97.80777,2.9,1020.2,1011.06024,0.3166372,453.0,165.0,20.456,95.80428,0.2,1021.8,997.9144,0.3167747,504.0,356.0,21.507,90.68494,0.6,1021.6,1011.1178,0.32403883,513.0,388.0,22.8315,100.0,3.0,1020.2,1005.8533,0.3301825,523.0,345.0
283,22.047,90.61151,0.4,1020.4,1016.32837,0.3115398,486.0,343.0,21.281,99.668045,0.0,1022.5,1006.95667,0.31394517,515.0,412.0,22.7565,93.795204,0.2,1020.9,1011.65814,0.35338178,541.0,403.0,21.056,95.462006,0.0,1022.8,998.8017,0.32728556,528.0,361.0,21.857,92.41622,0.0,1022.2,1011.552,0.3070137,496.0,319.0,22.3315,95.90789,1.4,1020.8,1006.3167,0.3219574,494.0,375.0
284,23.647001,91.469185,0.3,1021.9,1017.8266,0.37417918,559.0,411.0,21.630999,94.23124,0.0,1023.5,1008.0745,0.30982357,509.0,357.0,23.6065,94.41683,0.4,1021.9,1012.66815,0.4098136,614.0,502.0,20.806,86.355316,0.0,1023.5,999.6646,0.32573074,528.0,397.0,22.007,93.622116,0.0,1023.2,1012.6601,0.32660213,529.0,392.0,23.9315,98.72533,0.1,1021.8,1007.3199,0.3898124,598.0,474.0
285,18.947,93.573166,1.9,1021.1,1017.0319,0.107979335,150.0,10.0,20.781,97.09698,0.0,1022.9,1007.364,0.2958085,492.0,316.0,17.6065,96.25797,3.2,1021.1,1011.89716,0.11768718,202.0,12.0,20.355999,95.4794,0.0,1023.5,999.3325,0.29311946,479.0,361.0,21.407,90.60487,0.0,1022.8,1012.1327,0.31987065,522.0,385.0,17.8815,98.72923,5.0,1021.2,1006.72845,0.10208668,189.0,17.0
286,21.497002,89.8972,0.0,1016.7,1012.63104,0.33740845,538.0,393.0,20.031,94.89844,0.0,1018.5,1002.92365,0.22291826,361.0,120.0,21.5565,94.3471,0.0,1017.0,1007.7678,0.362984,565.0,440.0,20.056,96.48703,0.0,1018.4,994.38605,0.23573814,385.0,185.0,21.107,95.45156,0.0,1018.3,1007.65753,0.2838415,456.0,277.0,21.6315,94.63028,0.1,1016.8,1002.3435,0.36306292,579.0,462.0
287,21.947,91.03211,0.0,1020.4,1016.3233,0.39326733,633.0,530.0,21.630999,95.225,0.0,1019.6,1004.2042,0.31730106,523.0,407.0,23.0065,95.87903,0.0,1020.3,1011.02356,0.39440292,628.0,522.0,20.956,96.14667,0.0,1019.9,995.941,0.24150433,390.0,239.0,21.857,96.15113,0.0,1019.7,1009.12366,0.31615686,512.0,389.0,22.731499,93.071465,0.0,1020.4,1005.7717,0.38656628,629.0,522.0
288,22.397001,83.20541,0.0,1026.5,1022.4024,0.38761938,623.0,520.0,22.281,90.75537,0.0,1026.8,1011.2156,0.28705907,461.0,354.0,23.9065,94.91298,0.0,1026.6,1017.2321,0.39431012,619.0,513.0,22.006,92.444626,0.0,1027.2,1003.0239,0.25414187,380.0,240.0,23.157,94.31285,0.0,1027.0,1016.32043,0.30021662,475.0,334.0,23.5315,95.52675,0.0,1026.6,1011.9107,0.39000824,619.0,512.0
289,24.847,88.220375,0.0,1029.2,1025.0809,0.39617446,607.0,501.0,22.681,95.19394,0.0,1030.0,1014.67834,0.32849795,527.0,432.0,24.6065,95.26028,0.0,1029.4,1020.0955,0.39782572,604.0,497.0,22.706,97.09641,0.0,1029.9,1006.1967,0.32693216,524.0,427.0,23.357,94.88776,0.0,1029.8,1019.3374,0.32367063,513.0,409.0,24.6815,96.47155,0.0,1029.4,1014.77716,0.3871702,607.0,499.0
290,24.147001,84.56387,0.0,1028.7,1024.5901,0.3890293,608.0,505.0,23.380999,95.501015,0.0,1029.2,1013.5711,0.33674642,518.0,425.0,24.5565,89.374176,0.0,1028.8,1019.4946,0.40269154,603.0,497.0,22.956,97.07164,0.0,1029.3,1004.9747,0.33612978,523.0,431.0,23.357,91.20608,0.0,1029.0,1018.3949,0.34250513,521.0,426.0,24.4315,91.900696,0.0,1028.9,1014.25916,0.39110914,606.0,499.0
291,24.047,92.234055,0.0,1021.9,1017.81024,0.37822416,577.0,433.0,22.880999,100.0,0.0,1024.0,1008.3883,0.31996515,518.0,427.0,23.6565,88.943825,0.0,1022.4,1013.11884,0.39377344,573.0,440.0,23.506,90.44123,0.0,1023.9,999.82654,0.34270385,529.0,441.0,24.157,91.67727,0.0,1023.7,1013.1005,0.33154404,523.0,430.0,24.231499,91.175735,0.0,1022.2,1007.66205,0.36846995,543.0,389.0
292,23.097,89.030716,0.0,1022.7,1018.5946,0.385459,607.0,507.0,21.681,93.97923,0.0,1022.8,1007.5494,0.3154976,508.0,412.0,23.956501,89.1652,0.0,1022.7,1013.35974,0.40067533,589.0,479.0,21.306,90.91854,1.4,1023.0,999.4199,0.3085673,490.0,369.0,21.957,90.06632,0.0,1022.8,1012.39606,0.31820035,504.0,400.0,24.3315,90.25684,0.0,1022.8,1008.155,0.38616318,598.0,492.0
293,21.697,80.07033,0.0,1023.0,1018.95,0.37287456,599.0,489.0,19.031,97.141205,1.0,1020.8,1005.3546,0.15250273,203.0,52.0,24.7565,93.80913,0.0,1022.6,1013.22473,0.4123499,596.0,493.0,18.206,93.16057,2.5,1021.3,997.3614,0.11956677,177.0,19.0,18.157,94.67578,1.3,1021.0,1010.4247,0.1133416,138.0,14.0,23.8315,93.84484,0.0,1022.7,1008.1509,0.38548002,601.0,497.0
294,25.497002,84.28141,0.0,1022.7,1018.63995,0.3757393,579.0,465.0,22.230999,97.77955,10.7,1020.9,1005.4556,0.24994951,388.0,284.0,27.2565,89.22891,0.0,1022.7,1013.46246,0.43400678,575.0,466.0,22.006,95.91951,8.2,1021.3,997.3654,0.2687403,437.0,331.0,22.007,93.51106,9.0,1021.0,1010.4647,0.24565774,390.0,223.0,27.1815,87.513916,0.0,1022.9,1008.44147,0.44120413,574.0,462.0
295,24.747002,85.11051,0.0,1024.0,1020.0071,0.38998118,577.0,477.0,19.730999,96.543465,2.7,1022.3,1006.9347,0.102008924,147.0,49.0,29.5065,95.93184,0.0,1023.6,1014.518,0.42029682,574.0,469.0,21.056,94.38105,10.5,1022.4,998.6707,0.19128726,283.0,95.0,22.107,94.039246,1.4,1022.3,1011.85516,0.2571542,427.0,302.0,28.231499,89.178856,0.0,1023.7,1009.4581,0.38700944,576.0,469.0
296,27.747002,61.396805,0.0,1022.5,1018.4442,0.45901984,600.0,497.0,19.081,99.680725,5.1,1020.6,1005.1759,0.1674903,301.0,117.0,28.5565,82.57656,0.0,1022.5,1013.21313,0.47964364,593.0,490.0,18.855999,95.61507,18.8,1021.2,997.38184,0.123787604,196.0,71.0,20.957,97.47608,7.5,1020.8,1010.2687,0.19535525,296.0,143.0,29.3315,76.82971,0.0,1022.4,1007.91876,0.48784888,593.0,491.0
297,28.447,67.47529,0.0,1020.9,1016.8376,0.4072176,578.0,482.0,21.281,98.40584,4.5,1021.1,1005.6737,0.23308614,380.0,227.0,29.8565,89.362495,0.0,1021.2,1012.0107,0.4800639,570.0,471.0,21.006,97.47221,7.9,1021.6,997.634,0.25198352,407.0,278.0,21.657,100.0,8.7,1021.3,1010.7181,0.28015518,454.0,319.0,30.1315,86.29826,0.0,1021.1,1006.70636,0.477551,573.0,473.0
298,25.097,74.50913,0.0,1024.7,1020.61755,0.38329536,561.0,463.0,22.431,93.78705,0.5,1025.2,1009.6023,0.26809573,431.0,343.0,27.9065,87.94907,0.0,1025.0,1015.7653,0.37397173,559.0,460.0,21.855999,97.75515,0.3,1025.5,1001.36395,0.26803556,434.0,316.0,22.307001,96.7834,0.0,1025.3,1014.60095,0.2600996,417.0,322.0,27.0815,88.5344,0.0,1024.8,1010.29755,0.3668135,560.0,459.0
299,25.647001,82.496635,0.0,1027.1,1023.0058,0.36923966,557.0,455.0,21.880999,96.45112,0.0,1028.7,1013.2544,0.28434488,472.0,388.0,25.3065,95.06057,0.0,1027.5,1018.2348,0.4042571,559.0,461.0,21.756,97.445,0.0,1028.6,1004.79095,0.2899794,479.0,396.0,22.107,96.15996,0.0,1028.5,1017.9326,0.27876568,459.0,345.0,25.8815,95.00928,0.0,1027.4,1012.8581,0.3794991,560.0,460.0
300,24.197,91.17021,0.0,1027.7,1023.6685,0.35410294,545.0,433.0,21.130999,99.010925,0.0,1029.0,1013.50366,0.24843368,416.0,270.0,24.0065,95.63821,0.0,1027.8,1018.67755,0.36864644,538.0,430.0,21.556,94.97428,0.0,1028.8,1005.11414,0.27114305,439.0,305.0,21.357,97.72991,0.0,1028.7,1018.17566,0.26593527,445.0,317.0,24.5315,97.170494,0.0,1027.9,1013.48193,0.35125616,550.0,441.0
301,24.297,93.84097,0.0,1026.2,1022.10583,0.3669689,559.0,463.0,21.230999,100.0,0.0,1027.9,1012.0946,0.26982567,471.0,389.0,23.8065,95.33315,0.0,1026.7,1017.4216,0.38235223,551.0,451.0,22.156,90.7878,0.0,1027.6,1003.2646,0.2914302,475.0,393.0,21.557001,97.69437,0.0,1027.4,1016.67554,0.28534117,474.0,390.0,24.1315,97.77788,0.0,1026.6,1012.0818,0.35608006,553.0,452.0
302,24.347,94.058975,0.0,1023.1,1018.99426,0.35923076,555.0,460.0,21.281,100.0,0.0,1024.4,1008.71436,0.25725296,442.0,319.0,24.6565,89.44379,0.0,1023.7,1014.4134,0.41765466,551.0,456.0,22.605999,91.70799,0.0,1024.3,1000.20496,0.2931487,465.0,374.0,21.757,98.374466,0.0,1024.1,1013.3631,0.2849804,469.0,384.0,25.0315,93.076675,0.0,1023.6,1009.01935,0.36438477,553.0,456.0
303,26.797,66.536354,0.0,1022.6,1018.58435,0.3861251,546.0,454.0,20.630999,100.0,0.0,1023.0,1007.544,0.2583988,441.0,334.0,26.5065,60.718395,0.0,1022.6,1013.5221,0.44058207,542.0,447.0,21.806,82.16782,0.0,1022.8,999.26416,0.2837988,457.0,357.0,21.357,94.4415,0.0,1022.7,1012.2421,0.27443287,450.0,337.0,26.7815,70.12615,0.0,1022.6,1008.2439,0.38432634,545.0,449.0
304,26.047,73.31277,0.0,1023.5,1019.50574,0.36637655,547.0,454.0,17.380999,100.0,1.7,1024.3,1008.6214,0.11085414,180.0,31.0,29.1565,84.86773,0.0,1023.5,1014.23615,0.38123652,542.0,449.0,18.906,93.936844,0.9,1023.9,999.77423,0.16807558,218.0,31.0,19.457,96.79573,0.7,1023.8,1013.1353,0.1681394,238.0,53.0,27.8315,81.39762,0.0,1023.5,1009.0256,0.35972658,545.0,449.0
305,24.297,80.8379,0.0,1023.8,1019.7681,0.3579234,537.0,445.0,16.230999,100.0,0.1,1025.0,1009.29156,0.14570974,262.0,77.0,24.8565,92.28075,0.0,1024.1,1014.8718,0.39429608,533.0,439.0,17.156,98.357925,0.0,1024.6,1000.5799,0.18952173,336.0,162.0,16.707,99.014206,0.8,1024.7,1013.9998,0.15617491,273.0,95.0,25.2815,90.41115,0.0,1024.1,1009.6366,0.36599728,536.0,440.0
306,22.997002,87.27512,0.0,1022.4,1018.31335,0.3515185,530.0,437.0,15.781,99.67102,3.1,1023.4,1007.754,0.1262062,241.0,112.0,24.5565,93.63899,0.0,1022.7,1013.3919,0.36419013,525.0,430.0,15.256,97.39123,3.8,1023.4,999.1305,0.11270741,191.0,54.0,16.857,99.34467,1.9,1023.6,1012.8815,0.1488383,256.0,112.0,24.0315,94.86329,0.0,1022.7,1008.1072,0.32529867,525.0,423.0
307,22.547,95.61974,6.5,1015.4,1011.3316,0.19963734,200.0,27.0,16.681,95.816345,4.0,1007.6,992.02264,0.25240463,461.0,383.0,23.4065,96.83952,6.0,1014.9,1005.6759,0.23976895,205.0,15.0,16.756,93.256714,7.5,1007.5,983.6818,0.2534816,464.0,387.0,17.057001,95.191216,6.1,1007.5,997.02484,0.2633886,463.0,382.0,23.6315,93.446365,4.0,1015.4,1000.9412,0.2086074,153.0,5.0
308,17.447,99.03161,0.7,1005.2,1001.1542,0.20336583,359.0,153.0,19.331,86.072624,0.0,1016.9,1001.11536,0.28854868,459.0,382.0,16.9065,96.19208,3.6,1006.6,997.3986,0.24019267,411.0,265.0,17.406,68.592415,0.0,1016.7,992.4303,0.27860928,462.0,385.0,18.257,91.136986,0.0,1016.8,1006.0212,0.25454265,459.0,380.0,17.0315,96.12517,1.2,1006.0,991.5557,0.23900875,407.0,245.0
309,18.497002,89.2756,0.3,1017.2,1013.0925,0.23759039,377.0,231.0,14.931001,89.126945,0.0,1019.6,1003.92194,0.19873679,377.0,251.0,16.8065,93.98722,1.3,1018.1,1008.75964,0.21231814,360.0,239.0,15.256,84.94332,0.0,1019.1,995.1312,0.22427472,406.0,300.0,15.807,82.65393,0.0,1019.4,1008.74976,0.22983384,432.0,336.0,17.3315,99.32945,2.2,1018.0,1003.3528,0.21254544,354.0,252.0
310,18.997002,91.16251,0.0,1021.9,1017.75604,0.28113183,482.0,373.0,15.281,93.50149,0.0,1022.3,1006.3555,0.22236356,440.0,363.0,18.206501,87.997406,0.0,1022.3,1012.8916,0.29249522,509.0,416.0,15.356,82.30084,0.0,1022.2,997.4942,0.23359904,443.0,367.0,15.857,85.55686,0.0,1022.2,1011.2872,0.23108117,440.0,361.0,18.731499,85.96435,0.0,1022.4,1007.66907,0.29425034,511.0,415.0
311,18.847,87.86582,0.0,1022.6,1018.5209,0.28919098,516.0,426.0,15.181001,87.81017,0.0,1022.7,1006.8781,0.19095778,362.0,267.0,18.956501,91.90293,0.0,1022.7,1013.357,0.28613925,508.0,416.0,15.955999,87.99737,0.1,1022.4,997.76776,0.2035625,363.0,215.0,15.207001,91.63788,0.0,1022.4,1011.4638,0.20108989,358.0,189.0,19.6315,94.99723,0.0,1022.7,1008.2246,0.2869582,513.0,419.0
312,18.047,87.20089,0.0,1022.2,1018.1049,0.28096604,512.0,423.0,12.6310005,96.7491,2.6,1020.8,1005.1312,0.07510234,133.0,10.0,20.2565,95.72092,0.0,1022.1,1012.6345,0.29469046,502.0,405.0,13.256,99.3421,3.3,1020.8,996.6046,0.07201508,119.0,19.0,12.507,99.01034,2.4,1020.8,1010.1089,0.084847294,167.0,55.0,20.5815,95.32921,0.0,1022.3,1007.4433,0.29670563,509.0,417.0
313,18.897001,93.53956,0.0,1028.6,1024.4652,0.26960856,476.0,372.0,15.731,99.66607,2.2,1032.8,1016.79376,0.19335186,393.0,291.0,19.8565,97.67356,0.0,1029.3,1019.9174,0.27419147,473.0,352.0,17.006,100.0,4.0,1032.7,1008.074,0.22380196,422.0,349.0,16.907,98.677734,1.7,1032.6,1021.6845,0.20322989,393.0,283.0,19.981499,95.82918,0.1,1029.0,1014.25867,0.26999995,449.0,313.0
314,20.547,91.952774,0.0,1030.4,1026.3278,0.28264132,462.0,354.0,16.681,100.0,0.0,1035.0,1019.226,0.2117806,393.0,285.0,19.3565,94.014435,0.1,1031.0,1021.76196,0.26687217,435.0,322.0,16.756,96.10497,0.0,1034.7,1010.42664,0.21259858,413.0,339.0,16.857,99.66587,0.0,1035.0,1024.2186,0.19778179,379.0,261.0,20.3815,96.78648,0.4,1030.7,1016.1931,0.28250352,462.0,363.0
